grb GRBNAME met trigtime ra dec err ts real LLE_sig theta zenith source_events transient_events source_events_1GeV transient_events_1GeV max_photon_energy max_photon_time photon_flux photon_flux_err energy_flux energy_flux_err LAT_T90 LLE_T90 GBM_T90 LAT_GCN z afterglow BAT_det GCNNAME RA DEC ERR SEP2CLOSEST THETA ZENITH LLE IRFS TSTART_SU TSTOP_SU TS_SU Flux_SU Flux_SU_err Index_SU Index_SU_err TSTART_BEST TSTOP_BEST TS_BEST Flux_BEST Flux_BEST_err Index_BEST Index_BEST_err TSTART_AG TSTOP_AG TS_AG Flux_AG Flux_AG_err Index_AG Index_AG_err
GRB140110263 ---------- 411027520.94 "2014-01-10 06:18:37.936" 29.1218 -36.5134 0.181 253.4 YES 4.87 34.7 64.4 23.0 28.0 1.0 1.0 20.1 20.1 6.07e-05 1.33e-05 3.02e-08 9.68e-09 0.0 0.0 0.0 0.0 0.0 --- N 110123804 240.61 28.37 0.16 5.07 54.9 91.4 2.1 P8_TRANSIENT010E 0.0 10000.0 58.2 6.42e-07 1.87e-07 -2.02 0.23 18.977 8946.439 58.2 6.43e-07 1.87e-07 -2.02 0.23 18.977 8946.439 58.2 6.43e-07 1.87e-07 -2.02 0.23
GRB140124527 ---------- 412259914.19 "2014-01-24 12:38:31.193" 0.0 0.0 0.0 26.5 YES 3.32 19.9 65.9 17.0 19.0 5.0 5.0 351.4 351.4 1.79e-06 1.01e-06 7.19e-09 7.35e-09 0.0 0.0 0.0 0.0 0.0 --- N 110120666 61.63 -12.01 0.14 1.19 13.7 31.3 3.8 P8_TRANSIENT010E 0.0 10000.0 61.3 9.64e-07 2.65e-07 -2.14 0.24 0.0 300.0 71.7 7.67e-06 2.14e-06 -2.0 0.26 0.513 1112.849 61.5 2.38e-06 6.54e-07 -2.08 0.26
GRB140204547 ---------- 413212025.56 "2014-02-04 13:07:02.560" 0.0 0.0 0.0 47.8 YES 1.62 41.9 47.3 9.0 13.0 3.0 3.0 3586.1 3586.1 2.76e-06 1.35e-06 6.26e-09 5.3e-09 0.0 0.0 0.0 0.0 0.0 --- N 101227406 240.21 -15.93 0.23 7.34 13.6 37.2 2.4 P8_TRANSIENT020E 0.0 100.0 26.1 5.73e-06 3e-06 -1.5 0.32 0.0 30.0 26.1 1.36e-05 8.02e-06 -1.47 0.32 13.667 88.617 25.5 6.21e-06 3.52e-06 -1.41 0.32
GRB140206275 ---------- 413361375.84 "2014-02-06 06:36:12.843" 315.24 -8.79 0.0562 365.2 YES 13.25 46.2 85.4 122.0 152.0 23.0 24.0 1315.4 1315.4 3.22e-06 4.2e-07 2.84e-09 6.81e-10 0.0 0.0 0.0 0.0 0.0 --- N 101107011 170.27 23.88 0.14 0.77 36.6 28.3 2.4 P8_TRANSIENT010E 0.0 10000.0 34.9 1.07e-06 5.21e-07 -1.94 0.37 0.0 300.0 41.9 4.55e-06 2.08e-06 -1.89 0.39 97.921 1907.48 36.4 1.37e-06 6.55e-07 -1.98 0.39
GRB140219824 ---------- 414531995.24 "2014-02-19 19:46:32.241" 158.2 7.26 0.3613 40.9 YES 0.0 95.9 112.9 22.0 27.0 1.0 1.0 1407.3 1407.3 1.82e-06 7.69e-07 1.56e-09 1.07e-09 0.0 0.0 0.0 0.0 0.0 --- N 101014175 26.49 -48.56 0.07 3.14 55.2 102.8 1.6 P8_TRANSIENT010E 0.0 10000.0 56.8 2.96e-07 1.19e-07 -1.49 0.22 1712.98 5387.06 67.4 4.93e-07 1.84e-07 -1.46 0.21 1712.98 5387.06 67.4 4.93e-07 1.84e-07 -1.46 0.21
GRB140323433 GRB140323A 417262976.12 "2014-03-23 10:22:53.120" 356.54 -79.93 0.1227 43.9 YES 2.06 30.6 68.7 12.0 13.0 4.0 5.0 567.4 567.4 1.94e-06 9.76e-07 7.68e-09 6.7e-09 0.0 0.0 0.0 0.0 0.0 X Y 100826957 278.28 -24.77 0.83 0.97 73.6 85.9 9.6 P8_TRANSIENT020E 0.0 100.0 27.6 0.000117 5.49e-05 -1.51 0.34 0.0 300.0 29.2 0.000102 4.75e-05 -1.5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
GRB140402007 ---------- 418090210.0 "2014-04-02 00:10:06.998" 207.65 5.97 0.1118 125.8 YES 4.46 13.7 47.2 14.0 16.0 2.0 2.0 71.6 71.6 2.07e-05 6.71e-06 4.17e-08 2.84e-08 0.0 0.0 0.0 0.0 0.0 --- N 100728095 88.82 -15.46 0.13 3.09 59.7 35.2 2.6 P8_TRANSIENT010E 0.0 10000.0 52.9 6.15e-07 2.12e-07 -1.78 0.22 0.0 3000.0 61.2 1.26e-06 4.2e-07 -1.73 0.24 70.525 711.834 58.2 3.99e-06 1.22e-06 -1.87 0.24
GRB140416060 ---------- 419304403.94 "2014-04-16 01:26:40.939" 35.74 42.1 0.0677 40.4 YES 0.0 138.8 94.3 22.0 30.0 2.0 2.0 2772.3 2772.3 2.03e-06 7.94e-07 1.86e-09 1.13e-09 0.0 0.0 0.0 0.0 0.0 --- N 100724029 122.66 76.0 0.1 2.76 49.8 96.1 17.1 P8_TRANSIENT020E 0.0 10000.0 40.7 1.02e-06 3.55e-07 -2.42 0.34 0.0 1000.0 75.3 5.12e-05 8.26e-06 -4.17 0.37 5.106 3132.095 66.8 1.03e-05 1.84e-06 -3.24 0.37
GRB140523129 ---------- 422507160.62 "2014-05-23 03:05:57.625" 133.085 24.8569 0.2277 306.8 YES 2.59 56.0 28.0 28.0 41.0 6.0 6.0 10.2 10.2 4.64e-05 9.1e-06 4.67e-08 1.62e-08 0.0 0.0 0.0 0.0 0.0 --- N 100620119 84.66 -43.99 0.21 0.09 23.3 68.7 2.3 P8_TRANSIENT010E 0.0 500.0 5.5 3.83e-06 0.0 -1.81 0.51 0.0 1000.0 4.5 2.18e-06 0.0 -1.78 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
GRB140528837 ---------- 423000325.75 "2014-05-28 20:05:22.750" 280.59 -59.45 0.2309 40.6 YES 1.73 45.9 65.9 52.0 60.0 6.0 6.0 740.5 740.5 1.4e-06 5.28e-07 1.11e-09 5.97e-10 0.0 0.0 0.0 0.0 0.0 --- N 100511035 111.38 -0.99 0.05 0.16 47.6 25.4 3.9 P8_TRANSIENT010E 0.0 10000.0 90.6 1.53e-06 3.86e-07 -1.82 0.16 9.844 7175.686 90.7 1.56e-06 3.92e-07 -1.81 0.16 9.844 7175.686 90.7 1.56e-06 3.92e-07 -1.81 0.16
GRB140619475 ---------- 424869883.52 "2014-06-19 11:24:40.520" 132.6647 -9.6543 0.0887 216.9 YES 6.29 38.5 25.1 16.0 19.0 2.0 2.0 1.8 1.8 0.000462 0.000108 5.1e-07 2.57e-07 0.0 0.0 0.0 0.0 0.0 --- N 100423244 120.18 13.36 0.14 2.6 47.7 32.4 2.8 P8_TRANSIENT010E 0.0 4000.0 26.2 1.65e-06 8.51e-07 -1.77 0.32 7.09 1877.834 26.2 1.66e-06 8.57e-07 -1.77 0.32 7.09 1877.834 26.2 1.66e-06 8.57e-07 -1.77 0.32
GRB140723067 ---------- 427772193.73 "2014-07-23 01:36:30.728" 210.66 -3.7 0.1781 154.6 YES 4.71 54.5 38.3 23.0 29.0 1.0 1.0 0.6 0.6 1.48e-05 2.96e-06 1.44e-08 6.04e-09 0.0 0.0 0.0 0.0 0.0 --- N 100414097 192.13 8.56 0.06 2.29 69.2 27.8 3.5 P8_TRANSIENT010E 0.0 10000.0 172.0 1.78e-06 3.1e-07 -1.82 0.12 0.0 1000.0 199.1 8.58e-06 1.31e-06 -1.84 0.12 13.667 5506.148 193.8 3.13e-06 5.16e-07 -1.83 0.12
GRB140724533 ---------- 427898871.98 "2014-07-24 12:47:48.975" 0.0 0.0 0.0 30.6 YES 1.0 94.7 104.4 17.0 29.0 2.0 3.0 1992.1 1992.1 1.77e-06 7.04e-07 1.06e-09 5.73e-10 0.0 0.0 0.0 0.0 0.0 --- N 100325275 330.29 -27.08 0.58 2.36 7.2 52.8 3.8 P8_TRANSIENT100E 0.0 100.0 13.3 1.56e-05 0.0 -2.01 0.5 0.0 1.0 51.4 0.000656 0.000297 -1.93 0.49 0.192 99.515 13.3 1.54e-05 0.0 -1.98 0.49
GRB140729026 ---------- 428287016.71 "2014-07-29 00:36:53.709" 193.91 15.43 0.1828 84.8 YES 3.11 25.6 40.0 10.0 11.0 4.0 4.0 49.8 49.8 1.94e-05 5.84e-06 3.34e-08 2.43e-08 0.0 0.0 0.0 0.0 0.0 --- N 100225115 311.93 -60.51 0.34 2.83 55.9 82.3 6.1 P8_TRANSIENT020E 0.0 100.0 15.4 3.52e-05 0.0 -1.92 0.5 5.106 1352.465 24.6 1.22e-06 6.21e-07 -2.01 0.4 5.106 1352.465 24.6 1.22e-06 6.21e-07 -2.01 0.4
GRB140810782 ---------- 429389173.09 "2014-08-10 18:46:10.086" 118.93 27.4 0.0529 82.1 YES 0.0 123.1 88.8 22.0 26.0 4.0 4.0 1692.2 1692.2 1.25e-06 4.15e-07 3.19e-09 2.04e-09 0.0 0.0 0.0 0.0 0.0 --- N 100116897 305.0 14.51 0.04 3.56 26.5 37.1 18.8 P8_TRANSIENT010E 0.0 10000.0 118.9 5.85e-06 1.42e-06 -1.87 0.18 0.0 3000.0 126.8 7.72e-06 1.65e-06 -1.87 0.19 7.09 47079.359 82.1 5.31e-07 1.77e-07 -1.68 0.19
GRB140928437 GRB140928A 433592996.55 "2014-09-28 10:29:53.554" 43.7613 -55.9247 0.0589 60.4 YES 0.0 110.0 111.3 16.0 22.0 2.0 2.0 2586.7 2586.7 5.62e-07 2.91e-07 7.68e-09 8.81e-09 0.0 0.0 0.0 0.0 0.0 XO N 091127976 36.65 -19.13 0.23 2.5 25.3 54.1 3.0 P8_TRANSIENT020E 0.0 10000.0 26.9 3.37e-07 1.56e-07 -1.78 0.29 0.0 1000.0 40.6 1.32e-06 5.21e-07 -1.62 0.28 5.106 2165.12 31.6 6.34e-07 2.9e-07 -1.67 0.28
GRB141012773 ---------- 434831600.68 "2014-10-12 18:33:17.676" 289.9016 -52.9884 0.196 141.1 YES 2.1 47.4 94.9 12.0 19.0 3.0 3.0 9.6 9.6 4.62e-05 1.35e-05 3.16e-08 1.49e-08 0.0 0.0 0.0 0.0 0.0 --- N 091120191 226.7 -21.36 0.13 3.92 48.5 26.8 2.2 P8_TRANSIENT010E 0.0 10000.0 21.0 6.82e-07 3.24e-07 -2.37 0.42 0.0 3000.0 41.9 4.02e-06 1.19e-06 -2.64 0.36 18.977 1136.37 41.8 4.05e-06 1.21e-06 -2.64 0.36
GRB141022087 ---------- 435636283.21 "2014-10-22 02:04:40.214" 0.0 0.0 0.0 25.3 YES 0.0 111.1 102.2 6.0 8.0 0.0 0.0 325.1 325.1 1.98e-05 0.0 1.74e-08 0.0 0.0 0.0 0.0 0.0 0.0 --- N 091031500 71.7 -57.74 0.15 1.82 23.8 38.7 14.0 P8_TRANSIENT020E 0.0 10000.0 92.1 3.36e-06 7.56e-07 -2.19 0.22 0.0 1000.0 95.5 4.71e-06 1.05e-06 -2.15 0.22 0.052 1632.235 90.0 3.36e-06 7.75e-07 -2.15 0.22
GRB141028455 GRB141028A 436186489.78 "2014-10-28 10:54:46.783" 322.78 -0.64 0.1903 211.3 YES 6.63 32.0 48.9 25.0 32.0 2.0 2.0 68.8 68.8 1.88e-05 3.56e-06 9.07e-09 2.72e-09 0.0 0.0 0.0 0.0 2.332 O N 091003191 251.53 36.61 0.07 2.67 12.2 62.2 3.1 P8_TRANSIENT010E 0.0 10000.0 101.9 9.77e-07 2.57e-07 -1.87 0.18 0.0 1000.0 147.9 5.8e-06 1.27e-06 -1.94 0.16 1.908 1286.509 144.0 4.61e-06 9.9e-07 -1.93 0.16
GRB141102536 ---------- 436625502.26 "2014-11-02 12:51:39.263" 209.08 -46.69 0.5235 49.9 YES 3.17 52.3 53.5 7.0 9.0 0.0 0.0 30.9 30.9 3.06e-05 1.17e-05 1.44e-08 7.68e-09 0.0 0.0 0.0 0.0 0.0 --- N 090926181 353.55 -66.37 0.04 6.63 48.1 80.5 21.5 P8_TRANSIENT020E 0.0 10000.0 1063.6 1.47e-05 8.96e-07 -2.11 0.06 0.0 1000.0 1162.6 0.000323 1.65e-05 -2.23 0.06 1.908 4419.533 1111.8 3.88e-05 2.3e-06 -2.12 0.06
GRB141113346 ---------- 437559466.5 "2014-11-13 08:17:43.503" 182.32 77.38 0.4319 42.4 YES 2.71 51.2 86.2 6.0 6.0 0.0 0.0 0.1 0.1 1.59e-05 7.1e-06 1.23e-08 9.93e-09 0.0 0.0 0.0 0.0 0.0 --- N 090902462 264.94 27.32 0.02 4.29 50.8 38.4 23.1 P8_TRANSIENT020E 0.0 10000.0 1699.4 1.55e-05 8.26e-07 -1.95 0.04 0.37 669.102 1843.2 0.00011 5.55e-06 -1.94 0.04 0.37 669.102 1843.2 0.00011 5.55e-06 -1.94 0.04
GRB141207800 GRB141207A 439672284.11 "2014-12-07 19:11:21.105" 159.8236 3.9995 0.1427 410.4 YES 5.5 60.5 35.0 24.0 34.0 6.0 6.0 18.7 18.7 0.000156 2.52e-05 1.76e-07 7.66e-08 0.0 0.0 0.0 0.0 0.0 X N 090720710 203.96 -51.42 0.69 2.04 56.2 94.2 2.7 P8_TRANSIENT020E 0.0 100.0 13.2 5.09e-05 0.0 -2.79 0.65 0.0 30.0 14.7 0.000124 0.0 -2.73 0.65 0.099 74.749 12.8 6.71e-05 0.0 -2.77 0.65
GRB141221897 ---------- 440890311.79 "2014-12-21 21:31:48.787" 99.12 -66.91 0.2674 43.0 YES 1.92 39.0 84.7 6.0 8.0 2.0 2.0 58.5 58.5 1.52e-05 5.73e-06 1.59e-08 1.37e-08 0.0 0.0 0.0 0.0 0.0 --- N 090626189 170.04 -33.58 0.17 2.65 18.2 10.2 6.9 P8_TRANSIENT010E 0.0 10000.0 95.0 3e-06 6.89e-07 -2.02 0.19 0.0 3000.0 102.4 1.06e-05 2.27e-06 -2.1 0.2 7.09 803.548 98.8 1.09e-05 2.4e-06 -2.1 0.2
GRB141222298 ---------- 440924940.4 "2014-12-22 07:08:57.398" 178.12 -57.43 0.0666 195.5 YES 8.43 46.0 93.6 48.0 59.0 11.0 11.0 179.1 179.1 1.25e-05 3.45e-06 3.31e-08 1.54e-08 0.0 0.0 0.0 0.0 0.0 --- N 090510016 333.57 -26.62 0.03 1.2 13.6 52.3 30.0 P8_TRANSIENT020E 0.0 10000.0 831.0 7.64e-06 5.92e-07 -2.03 0.07 0.0 100.0 976.3 0.000367 2.48e-05 -2.04 0.06 0.027 98.927 962.9 0.00037 2.5e-05 -2.05 0.06
GRB150118409 ---------- 443267300.77 "2015-01-18 09:48:17.774" 0.0 0.0 0.0 41.1 YES 4.27 66.3 93.2 5.0 9.0 1.0 1.0 31.5 31.5 0.000144 0.0 1.26e-07 0.0 0.0 0.0 0.0 0.0 0.0 --- N 090427977 235.86 -14.05 0.06 7.25 107.9 120.9 0.0 P8_TRANSIENT010E 0.0 500.0 42.0 4.66e-06 2.55e-06 -1.3 0.3 365.936 701.558 32.9 1.63e-06 1.05e-06 -1.22 0.35 365.936 701.558 32.9 1.63e-06 1.05e-06 -1.22 0.35
GRB150202999 ---------- 444614351.27 "2015-02-02 23:59:08.273" 0.0 0.0 0.0 28.5 YES 7.79 17.3 66.9 30.0 42.0 3.0 3.0 115.7 115.7 1.33e-06 5.7e-07 1.05e-09 7.46e-10 0.0 0.0 0.0 0.0 0.0 --- N 090424592 189.14 16.34 1.8 2.36 70.6 46.6 2.5 P8_TRANSIENT020E 0.0 4000.0 16.2 0.000119 0.0 -2.98 0.65 0.0 1000.0 16.1 0.000119 0.0 -2.98 0.88 7.09 33.688 10.0 0.000566 0.0 -3.57 0.88
GRB150210935 ---------- 445299987.28 "2015-02-10 22:26:24.283" 112.28 13.54 0.3054 119.6 YES 11.02 53.7 9.9 8.0 10.0 1.0 1.0 3.6 3.6 0.000492 0.000151 2.16e-07 1.21e-07 0.0 0.0 0.0 0.0 0.0 --- N 090328401 90.67 -41.95 0.08 3.43 64.4 70.9 10.1 P8_TRANSIENT010E 0.0 10000.0 237.8 2.69e-06 4.04e-07 -2.09 0.13 13.667 8149.575 239.2 2.78e-06 4.17e-07 -2.09 0.13 13.667 8149.575 239.2 2.78e-06 4.17e-07 -2.09 0.13
GRB150314205 GRB150314A 448001693.85 "2015-03-14 04:54:50.854" 126.09 63.76 0.4943 66.6 YES 3.71 47.6 91.9 17.0 23.0 0.0 0.0 80.7 80.7 7.99e-06 2.46e-06 3.06e-09 1.17e-09 0.0 0.0 0.0 0.0 1.758 XOR Y 090323002 190.75 17.07 0.06 3.9 57.2 67.0 9.0 P8_TRANSIENT010E 0.0 10000.0 194.5 5.37e-06 8e-07 -2.26 0.14 7.09 6165.694 193.6 6.46e-06 9.67e-07 -2.25 0.14 7.09 6165.694 193.6 6.46e-06 9.67e-07 -2.25 0.14
GRB150403913 GRB150403A 449790853.95 "2015-04-03 21:54:10.952" 311.75 -62.48 0.1494 52.2 YES 6.38 55.2 104.7 50.0 58.0 7.0 7.0 1189.1 1189.1 1.06e-06 3.46e-07 1.2e-09 6.9e-10 0.0 0.0 0.0 0.0 2.06 XO Y 090228204 98.59 -28.79 0.15 4.38 24.5 57.0 3.1 P8_TRANSIENT100E 0.0 100.0 34.4 1.38e-05 5.41e-06 -2.12 0.39 0.0 10.0 43.5 8.36e-05 3.69e-05 -1.76 0.39 0.072 94.686 33.5 1.34e-05 5.42e-06 -2.06 0.39
GRB150422703 ---------- 451414356.99 "2015-04-22 16:52:33.993" 0.0 0.0 0.0 25.1 YES 3.03 60.9 19.5 23.0 34.0 1.0 1.0 567.6 567.6 1.53e-06 5.74e-07 5.21e-10 2.26e-10 0.0 0.0 0.0 0.0 0.0 --- N 090227310 4.56 -44.62 0.23 3.12 21.1 45.0 5.2 P8_TRANSIENT010E 0.0 10000.0 28.7 1.35e-06 6.01e-07 -2.35 0.43 0.0 300.0 34.0 4.7e-06 1.87e-06 -2.02 0.38 2.649 1988.6 27.6 1.25e-06 4.54e-07 -2.28 0.38
GRB150510139 ---------- 452920796.74 "2015-05-10 03:19:53.738" 16.41 4.9 0.2421 80.5 YES 3.97 56.0 10.1 11.0 15.0 2.0 2.0 71.4 71.4 7.9e-06 2.71e-06 1.1e-08 7.46e-09 0.0 0.0 0.0 0.0 0.0 --- N 090217206 204.68 -8.53 0.28 3.81 34.6 47.3 10.7 P8_TRANSIENT020E 0.0 10000.0 60.7 5.84e-06 1.44e-06 -2.5 0.26 0.0 300.0 75.6 1.9e-05 4.27e-06 -2.26 0.25 3.678 922.04 67.5 1.22e-05 2.93e-06 -2.4 0.25
GRB150514774 GRB150514A 453321308.35 "2015-05-14 18:35:05.352" 74.92 -60.86 0.1084 34.1 YES 3.85 38.5 58.3 10.0 14.0 2.0 2.0 246.9 246.9 6.61e-07 5.57e-07 5.89e-09 7.24e-09 0.0 0.0 0.0 0.0 0.807 XO N 081224887 201.1 72.68 0.24 2.7 15.6 49.3 3.2 P8_TRANSIENT010E 0.0 500.0 25.0 1.88e-06 9.67e-07 -1.8 0.35 18.977 382.233 25.2 2.65e-06 1.35e-06 -1.81 0.35 18.977 382.233 25.2 2.65e-06 1.35e-06 -1.81 0.35
GRB150523396 GRB150523A 454066191.08 "2015-05-23 09:29:48.081" 115.3269 -45.4259 0.0565 303.4 YES 3.68 25.8 55.5 56.0 65.0 9.0 10.0 459.4 459.4 1.64e-05 2.75e-06 1.84e-08 6.32e-09 0.0 0.0 0.0 0.0 0.0 XO N 081203581 233.46 63.95 0.28 2.25 147.2 119.1 0.0 P8_TRANSIENT010E 0.0 10000.0 23.7 1.38e-06 5.16e-07 -2.6 0.45 0.0 1000.0 27.0 1.33e-06 5.5e-07 -2.01 0.45 262.102 2446.6 23.4 1.43e-06 5.69e-07 -2.47 0.45
GRB150627183 GRB150627A 457071806.68 "2015-06-27 04:23:23.681" 117.5 -51.55 0.0541 272.8 YES 4.6 74.3 97.3 114.0 140.0 21.0 24.0 39.4 39.4 2.48e-06 5.03e-07 7.82e-09 2.76e-09 0.0 0.0 0.0 0.0 0.0 XO N 081122520 338.82 37.55 0.15 3.03 21.5 25.9 3.3 P8_TRANSIENT010E 0.0 10000.0 23.6 5.58e-07 2.45e-07 -2.09 0.33 0.0 300.0 35.0 3.07e-06 1.38e-06 -1.73 0.31 3.678 1281.39 29.2 9.75e-07 4.6e-07 -1.75 0.31
GRB150702998 ---------- 457574202.55 "2015-07-02 23:56:39.551" 52.57 -56.88 0.3883 36.7 YES 0.0 117.4 88.0 20.0 28.0 1.0 1.0 2014.0 2014.0 1.47e-06 5.2e-07 8.44e-10 4.21e-10 0.0 0.0 0.0 0.0 0.0 --- N 081102365 212.98 30.33 0.42 2.14 48.0 47.5 3.7 P8_TRANSIENT020E 0.0 100.0 13.3 2.78e-05 0.0 -2.17 0.48 0.0 1.0 16.3 0.00253 0.0 -2.57 0.62 0.266 63.852 11.1 3.87e-05 0.0 -2.34 0.62
GRB150724782 ---------- 459456341.71 "2015-07-24 18:45:38.714" 0.0 0.0 0.0 30.2 YES 3.66 58.5 68.6 8.0 9.0 1.0 1.0 61.4 61.4 1.93e-05 0.0 1.7e-08 0.0 0.0 0.0 0.0 0.0 0.0 --- N 081024891 322.99 20.95 0.17 3.2 18.8 30.4 4.8 P8_TRANSIENT100E 0.0 10000.0 31.8 2.63e-06 1.28e-06 -1.92 0.36 0.0 3.0 155.0 0.000704 0.000185 -2.07 0.29 0.138 188.224 50.8 9.92e-06 3.68e-06 -1.83 0.29
GRB150902733 GRB150902A 462908143.37 "2015-09-02 17:35:40.366" 214.95 -69.38 0.0988 231.7 YES 5.59 37.3 87.1 60.0 73.0 8.0 8.0 204.0 204.0 1.85e-05 3.67e-06 1.15e-08 3.54e-09 0.0 0.0 0.0 0.0 0.0 X N 081009140 251.58 18.92 0.2 7.33 69.0 54.5 2.6 P8_TRANSIENT010E 0.0 10000.0 40.3 1e-06 3.48e-07 -1.79 0.22 0.0 3000.0 49.9 2.13e-06 7.01e-07 -1.75 0.22 50.794 1250.131 46.2 3.56e-06 1.15e-06 -1.8 0.22
GRB150913161 ---------- 463809121.43 "2015-09-13 03:51:58.427" 0.0 0.0 0.0 25.9 YES 3.6 32.2 63.8 21.0 28.0 2.0 2.0 47.3 47.3 3.27e-05 0.0 2.87e-08 0.0 0.0 0.0 0.0 0.0 0.0 --- N 081006604 135.62 -61.84 0.27 4.04 10.6 40.1 3.4 P8_TRANSIENT010E 0.0 10000.0 68.0 1.56e-05 4.33e-06 -2.17 0.28 0.0 30.0 73.9 6.68e-05 1.97e-05 -2.07 0.29 0.713 112.914 67.7 2.27e-05 6.62e-06 -2.15 0.29
GRB160310016 ---------- 479262182.47 "2016-03-10 00:22:59.468" 98.7781 -7.1144 0.0421 31.6 YES 2.28 62.8 29.9 25.0 37.0 5.0 5.0 6162.7 6162.7 8.73e-07 7.66e-07 3.87e-09 4.11e-09 0.0 0.0 0.0 0.0 0.0 --- N 080916009 119.9 -56.7 0.03 6.57 48.9 83.7 21.3 P8_TRANSIENT020E 0.0 10000.0 955.4 3.25e-05 2.12e-06 -2.27 0.07 0.0 1000.0 1009.2 7.7e-05 4.78e-06 -2.2 0.06 2.649 1275.198 1007.6 6.23e-05 3.89e-06 -2.21 0.06
GRB160325291 GRB160325A 480581965.51 "2016-03-25 06:59:22.511" 16.21 -72.66 0.1323 94.0 YES 3.96 6.8 55.4 39.0 49.0 2.0 2.0 131.2 131.2 4.42e-06 1.03e-06 2.36e-09 7.53e-10 0.0 0.0 0.0 0.0 0.0 XO Y 080825593 234.69 -3.74 0.42 4.07 59.9 25.7 5.0 P8_TRANSIENT020E 0.0 4000.0 27.7 4.84e-06 1.46e-06 -2.97 0.44 0.0 100.0 33.2 7.55e-05 2.11e-05 -2.85 0.5 2.649 28.291 25.8 0.0002 6.73e-05 -2.84 0.5
GRB160422499 ---------- 483019144.81 "2016-04-22 11:59:01.807" 42.05 -57.9 0.0757 37.7 YES 2.99 53.2 102.0 24.0 30.0 5.0 5.0 637.6 637.6 2.71e-07 1.65e-07 2.46e-09 2.15e-09 0.0 0.0 0.0 0.0 0.0 --- N 080818945 109.46 15.0 0.33 1.89 57.1 76.2 3.1 P8_TRANSIENT010E 0.0 10000.0 25.2 9.18e-07 4.73e-07 -1.84 0.39 8746.52 9668.607 28.9 2.05e-06 1e-06 -1.86 0.37 8746.52 9668.607 28.9 2.05e-06 1e-06 -1.86 0.37
